timestamp_iso,mode,front_distance_cm,left_distance_cm,right_distance_cm,executed_motion,executed_speed,next_motion,next_speed,notes,stuck_triggered,queue_len
2025-12-03T14:04:46,REMOTE,78.68,37.01,52.91,forward,0.70,idle,0.00,remote_forward,0,1
2025-12-03T14:04:47,REMOTE,57.50,68.09,12.61,forward,0.70,idle,0.00,remote_forward,0,1
2025-12-03T14:04:47,REMOTE,46.95,83.82,50.55,right,0.45,idle,0.00,remote_right,0,1
2025-12-03T14:04:48,REMOTE,60.50,82.66,63.63,forward,0.70,idle,0.00,remote_forward,0,1
2025-12-03T14:04:48,REMOTE,45.28,62.77,26.63,forward,0.70,idle,0.00,remote_forward,0,1
2025-12-03T14:04:49,REMOTE,29.20,40.52,30.18,forward,0.70,idle,0.00,remote_forward,0,1
2025-12-03T14:04:50,REMOTE,19.29,76.96,30.70,right,0.45,idle,0.00,remote_right,0,1
2025-12-03T14:04:50,REMOTE,,66.16,24.91,forward,0.70,idle,0.00,remote_forward,0,1
2025-12-03T14:04:51,REMOTE,59.60,47.33,37.04,right,0.45,idle,0.00,remote_right,0,1
2025-12-03T14:04:51,REMOTE,47.38,48.92,4.24,forward,0.70,idle,0.00,remote_forward,0,1
2025-12-03T14:04:52,REMOTE,28.98,51.45,51.45,forward,0.70,idle,0.00,remote_forward,0,1
2025-12-03T14:04:53,REMOTE,51.75,19.77,64.78,left,0.45,idle,0.00,remote_left,0,1
2025-12-03T14:04:53,REMOTE,36.57,59.21,41.59,forward,0.70,idle,0.00,remote_forward,0,1
2025-12-03T14:04:54,REMOTE,60.58,68.30,50.64,right,0.45,idle,0.00,remote_right,0,1
2025-12-03T14:04:54,REMOTE,49.82,72.24,54.71,forward,0.70,idle,0.00,remote_forward,0,0
