timestamp_iso,mode,front_distance_cm,left_distance_cm,right_distance_cm,executed_motion,executed_speed,next_motion,next_speed,notes,stuck_triggered,queue_len
2025-12-03T16:33:52,REMOTE,29.80,42.96,48.41,left,0.45,idle,0.00,remote_left,0,0
2025-12-03T16:33:53,REMOTE,87.94,24.95,47.46,left,0.45,idle,0.00,remote_left,0,0
2025-12-03T16:33:55,REMOTE,124.08,31.00,54.11,forward,0.70,idle,0.00,remote_forward,0,0
2025-12-03T16:33:56,REMOTE,103.89,35.63,53.34,forward,0.70,idle,0.00,remote_forward,0,0
2025-12-03T16:33:57,REMOTE,81.81,65.77,37.82,forward,0.70,idle,0.00,remote_forward,0,0
2025-12-03T16:33:59,REMOTE,57.24,56.72,54.97,forward,0.70,idle,0.00,remote_forward,0,0
2025-12-03T16:34:01,REMOTE,44.63,72.04,65.56,right,0.45,idle,0.00,remote_right,0,0
2025-12-03T16:34:03,REMOTE,62.13,56.64,43.86,right,0.45,idle,0.00,remote_right,0,0
2025-12-03T16:34:04,REMOTE,38.47,61.92,58.70,right,0.45,idle,0.00,remote_right,0,0
2025-12-03T16:34:05,REMOTE,101.66,43.09,57.45,right,0.45,idle,0.00,remote_right,0,0
2025-12-03T16:34:07,REMOTE,58.87,58.05,57.84,left,0.45,idle,0.00,remote_left,0,0
2025-12-03T16:34:08,REMOTE,45.83,66.37,99.13,forward,0.70,idle,0.00,remote_forward,0,0
2025-12-03T16:34:11,REMOTE,87.12,58.95,39.23,right,0.45,idle,0.00,remote_right,0,0
2025-12-03T16:34:12,REMOTE,58.31,57.84,42.48,forward,0.70,idle,0.00,remote_forward,0,0
2025-12-03T16:34:14,REMOTE,46.18,50.00,43.10,left,0.45,idle,0.00,remote_left,0,0
2025-12-03T16:34:15,REMOTE,34.51,56.55,40.13,forward,0.70,idle,0.00,remote_forward,0,0
2025-12-03T16:34:16,REMOTE,16.38,62.81,38.84,forward,0.70,idle,0.00,remote_forward,0,0
2025-12-03T16:34:17,REMOTE,109.62,86.74,12.95,right,0.45,idle,0.00,remote_right,0,0
2025-12-03T16:34:21,REMOTE,49.82,80.86,6.35,forward,0.70,idle,0.00,remote_forward,0,0
2025-12-03T16:34:23,REMOTE,36.14,73.83,48.41,forward,0.70,idle,0.00,remote_forward,0,0
2025-12-03T16:34:24,REMOTE,51.32,54.02,37.69,forward,0.70,idle,0.00,remote_forward,0,0
2025-12-03T16:34:25,REMOTE,35.54,45.15,50.55,forward,0.70,idle,0.00,remote_forward,0,0
2025-12-03T16:34:28,REMOTE,89.19,20.45,41.85,left,0.45,idle,0.00,remote_left,0,0
2025-12-03T16:34:30,REMOTE,63.41,33.49,39.45,forward,0.70,idle,0.00,remote_forward,0,0
2025-12-03T16:34:31,REMOTE,60.97,33.79,40.22,forward,0.70,idle,0.00,remote_forward,0,0
2025-12-03T16:34:32,REMOTE,74.30,42.45,31.98,forward,0.70,idle,0.00,remote_forward,0,0
2025-12-03T16:34:32,REMOTE,74.05,43.52,56.34,forward,0.70,idle,0.00,remote_forward,0,0
2025-12-03T16:34:33,REMOTE,69.68,14.67,60.41,forward,0.70,idle,0.00,remote_forward,0,0
2025-12-03T16:34:34,REMOTE,50.08,11.79,38.50,forward,0.70,idle,0.00,remote_forward,0,0
2025-12-03T16:34:35,REMOTE,46.82,53.34,35.89,forward,0.70,idle,0.00,remote_forward,0,0
2025-12-03T16:34:40,REMOTE,46.39,71.22,26.80,right,0.45,idle,0.00,remote_right,0,0
2025-12-03T16:34:42,REMOTE,31.68,44.94,58.05,forward,0.70,idle,0.00,remote_forward,0,0
2025-12-03T16:34:44,REMOTE,22.68,21.82,62.98,forward,0.70,idle,0.00,remote_forward,0,0
