timestamp_iso,mode,front_distance_cm,left_distance_cm,right_distance_cm,executed_motion,executed_speed,next_motion,next_speed,notes,stuck_triggered,queue_len
2025-11-12T16:21:31,AUTO,3.60,56.34,55.74,stop,0.00,left,0.60,obstacle@3.6cm,0,0
2025-11-12T16:21:32,AUTO,3.60,63.28,59.68,left,0.60,left,0.60,obstacle@3.6cm,0,0
2025-11-12T16:21:33,AUTO,,59.00,64.91,left,0.60,forward,0.70,no-echo/open,0,0
2025-11-12T16:21:33,AUTO,42.36,71.17,61.91,forward,0.70,forward,0.70,clear,0,0
2025-11-12T16:21:34,AUTO,3.60,54.71,79.58,forward,0.70,right,0.60,obstacle@3.6cm,0,0
2025-11-12T16:21:35,AUTO,3.60,41.59,118.51,right,0.60,left,0.60,obstacle@3.6cm,0,0
2025-11-12T16:21:35,AUTO,,50.94,62.34,left,0.60,forward,0.70,no-echo/open,0,0
2025-11-12T16:21:36,AUTO,2.06,47.25,35.67,forward,0.70,left,0.60,obstacle@2.1cm,0,0
2025-11-12T16:21:36,AUTO,,108.30,2.40,left,0.60,forward,0.70,no-echo/open,0,0
2025-11-12T16:21:37,AUTO,62.10,105.22,1.97,forward,0.70,forward,0.70,clear,0,0
2025-11-12T16:21:38,AUTO,0.51,94.84,5.92,forward,0.70,right,0.60,obstacle@0.5cm,0,0
2025-11-12T16:21:38,AUTO,3.60,60.45,134.03,right,0.60,right,0.60,obstacle@3.6cm,0,0
2025-11-12T16:21:39,AUTO,3.60,56.51,66.90,right,0.60,right,0.60,obstacle@3.6cm,0,0
2025-11-12T16:21:40,AUTO,3.60,94.84,69.03,right,0.60,backward,0.60,STUCK: Δ=3.1cm/4steps -> back 3 + left 1,1,2
2025-11-12T16:21:40,AUTO,3.60,70.49,49.73,backward,0.60,backward,0.60,,0,2
2025-11-12T16:21:41,AUTO,3.60,63.97,61.91,backward,0.60,backward,0.60,,0,2
2025-11-12T16:21:42,AUTO,3.60,56.51,67.14,backward,0.60,left,0.60,,0,1
2025-11-12T16:21:42,AUTO,3.60,81.72,56.85,left,0.60,right,0.60,obstacle@3.6cm,0,0
2025-11-12T16:21:43,AUTO,3.60,53.94,64.74,right,0.60,right,0.60,obstacle@3.6cm,0,0
2025-11-12T16:21:44,AUTO,3.60,51.45,50.76,right,0.60,right,0.60,obstacle@3.6cm,0,0
2025-11-12T16:21:44,AUTO,3.60,70.47,63.20,right,0.60,right,0.60,obstacle@3.6cm,0,0
2025-11-12T16:21:45,AUTO,3.60,54.02,66.03,right,0.60,backward,0.60,STUCK: Δ=0.0cm/4steps -> back 3 + right 1,1,2
2025-11-12T16:21:45,AUTO,3.60,49.39,66.37,backward,0.60,backward,0.60,,0,2
2025-11-12T16:21:46,AUTO,3.60,58.40,24.28,backward,0.60,backward,0.60,,0,2
2025-11-12T16:21:47,AUTO,3.60,2.66,37.56,backward,0.60,right,0.60,,0,1
2025-11-12T16:21:47,AUTO,3.60,1.70,35.24,right,0.60,right,0.60,obstacle@3.6cm,0,0
2025-11-12T16:21:48,AUTO,3.60,2.66,24.27,right,0.60,right,0.60,obstacle@3.6cm,0,0
2025-11-12T16:21:49,AUTO,115.42,4.89,19.29,right,0.60,forward,0.70,clear,0,0
2025-11-12T16:21:49,AUTO,,235.13,31.54,forward,0.70,forward,0.70,no-echo/open,0,0
2025-11-12T16:21:50,AUTO,4.54,80.61,44.08,forward,0.70,left,0.60,obstacle@4.5cm,0,0
2025-11-12T16:21:51,AUTO,,56.77,36.44,left,0.60,forward,0.70,no-echo/open,0,0
2025-11-12T16:21:51,AUTO,,213.77,33.63,forward,0.70,forward,0.70,no-echo/open,0,0
2025-11-12T16:21:52,AUTO,2.66,56.51,25.38,forward,0.70,left,0.60,obstacle@2.7cm,0,0
2025-11-12T16:21:53,AUTO,90.55,54.71,36.19,left,0.60,forward,0.70,clear,0,0
2025-11-12T16:21:53,AUTO,87.64,57.62,173.90,forward,0.70,forward,0.70,clear,0,0
2025-11-12T16:21:54,AUTO,87.64,60.03,,forward,0.70,forward,0.70,clear,0,0
2025-11-12T16:21:55,AUTO,87.21,25.64,,forward,0.70,backward,0.60,STUCK: Δ=3.3cm/4steps -> back 3 + right 1,1,2
2025-11-12T16:21:55,AUTO,90.29,26.75,,backward,0.60,backward,0.60,,0,2
2025-11-12T16:21:56,AUTO,91.41,26.50,,backward,0.60,backward,0.60,,0,2
2025-11-12T16:21:57,AUTO,242.48,23.32,,backward,0.60,right,0.60,,0,1
2025-11-12T16:21:57,AUTO,225.78,24.44,95.53,right,0.60,forward,0.70,clear,0,0
2025-11-12T16:21:58,AUTO,224.15,31.47,96.98,forward,0.70,forward,0.70,clear,0,0
2025-11-12T16:21:59,AUTO,230.07,30.18,98.53,forward,0.70,forward,0.70,clear,0,0
2025-11-12T16:21:59,AUTO,228.40,34.04,98.36,forward,0.70,forward,0.70,clear,0,0
2025-11-12T16:22:00,AUTO,,34.30,98.78,forward,0.70,forward,0.70,no-echo/open,0,0
2025-11-12T16:22:01,AUTO,64.74,92.27,94.41,forward,0.70,forward,0.70,clear,0,0
2025-11-12T16:22:01,AUTO,115.76,27.10,92.44,forward,0.70,forward,0.70,clear,0,0
2025-11-12T16:22:02,AUTO,221.06,29.15,90.55,forward,0.70,forward,0.70,clear,0,0
2025-11-12T16:22:03,AUTO,71.86,16.29,77.00,forward,0.70,forward,0.70,clear,0,0
2025-11-12T16:22:03,AUTO,56.59,30.96,68.94,forward,0.70,forward,0.70,clear,0,0
2025-11-12T16:22:04,AUTO,63.46,41.42,66.97,forward,0.70,forward,0.70,clear,0,0
2025-11-12T16:22:05,AUTO,59.42,31.98,67.57,forward,0.70,forward,0.70,clear,0,0
2025-11-12T16:22:05,AUTO,55.67,34.56,69.54,forward,0.70,forward,0.70,clear,0,0
2025-11-12T16:22:06,AUTO,56.68,33.01,71.60,forward,0.70,forward,0.70,clear,0,0
2025-11-12T16:22:06,AUTO,56.94,26.50,66.11,forward,0.70,backward,0.60,STUCK: Δ=3.8cm/4steps -> back 3 + right 1,1,2
2025-11-12T16:22:07,AUTO,53.42,30.44,71.69,backward,0.60,backward,0.60,,0,2
2025-11-12T16:22:08,AUTO,57.28,33.01,69.71,backward,0.60,backward,0.60,,0,2
2025-11-12T16:22:08,AUTO,53.59,35.84,67.91,backward,0.60,right,0.60,,0,1
2025-11-12T16:22:09,AUTO,71.00,170.13,39.02,right,0.60,forward,0.70,clear,0,0
2025-11-12T16:22:10,AUTO,60.03,96.81,54.71,forward,0.70,forward,0.70,clear,0,0
2025-11-12T16:22:10,AUTO,40.99,73.75,61.31,forward,0.70,forward,0.70,clear,0,0
2025-11-12T16:22:11,AUTO,20.84,56.58,117.41,forward,0.70,forward,0.70,caution@20.8cm,0,0
2025-11-12T16:22:12,AUTO,59.17,29.33,46.48,forward,0.70,forward,0.70,clear,0,0
2025-11-12T16:22:12,AUTO,,29.84,49.91,forward,0.70,forward,0.70,no-echo/open,0,0
2025-11-12T16:22:13,AUTO,,29.15,52.98,forward,0.70,forward,0.70,no-echo/open,0,0
2025-11-12T16:22:14,AUTO,,29.15,49.56,forward,0.70,forward,0.70,no-echo/open,0,0
2025-11-12T16:22:14,AUTO,,29.07,48.36,forward,0.70,forward,0.70,no-echo/open,0,0
2025-11-12T16:22:15,AUTO,,29.58,49.91,forward,0.70,forward,0.70,no-echo/open,0,0
2025-11-12T16:22:16,AUTO,,28.81,53.25,forward,0.70,forward,0.70,no-echo/open,0,0
2025-11-12T16:22:16,AUTO,56.59,83.86,38.07,forward,0.70,forward,0.70,clear,0,0
2025-11-12T16:22:17,AUTO,56.51,15.01,77.26,forward,0.70,forward,0.70,clear,0,0
2025-11-12T16:22:18,AUTO,143.37,1.72,54.71,forward,0.70,forward,0.70,clear,0,0
2025-11-12T16:22:18,AUTO,57.02,56.94,32.58,forward,0.70,forward,0.70,clear,0,0
2025-11-12T16:22:19,AUTO,64.66,37.22,158.12,forward,0.70,forward,0.70,clear,0,0
2025-11-12T16:22:20,AUTO,49.82,6.86,135.91,forward,0.70,forward,0.70,clear,0,0
2025-11-12T16:22:20,AUTO,37.04,7.87,104.96,forward,0.70,forward,0.70,clear,0,0
2025-11-12T16:22:21,AUTO,33.36,51.62,115.68,forward,0.70,forward,0.70,clear,0,0
2025-11-12T16:22:21,AUTO,55.31,61.31,64.74,forward,0.70,forward,0.70,clear,0,0
2025-11-12T16:22:22,AUTO,56.25,71.09,69.54,forward,0.70,forward,0.70,clear,0,0
2025-11-12T16:22:23,AUTO,56.17,72.20,69.11,forward,0.70,forward,0.70,clear,0,0
2025-11-12T16:22:23,AUTO,34.13,56.08,93.90,forward,0.70,forward,0.70,clear,0,0
2025-11-12T16:22:24,AUTO,53.77,7.55,45.53,forward,0.70,forward,0.70,clear,0,0
2025-11-12T16:22:25,AUTO,73.06,91.15,36.96,forward,0.70,forward,0.70,clear,0,0
2025-11-12T16:22:25,AUTO,2.66,65.68,60.45,forward,0.70,left,0.60,obstacle@2.7cm,0,0
2025-11-12T16:22:26,AUTO,2.06,178.10,78.55,left,0.60,left,0.60,obstacle@2.1cm,0,0
2025-11-12T16:22:27,AUTO,94.32,21.52,67.74,left,0.60,forward,0.70,clear,0,0
2025-11-12T16:22:27,AUTO,60.80,109.67,16.38,forward,0.70,forward,0.70,clear,0,0
2025-11-12T16:22:28,AUTO,38.93,,16.04,forward,0.70,forward,0.70,clear,0,0
2025-11-12T16:22:29,AUTO,37.56,,38.93,forward,0.70,forward,0.70,clear,0,0
2025-11-12T16:22:29,AUTO,33.10,71.26,31.81,forward,0.70,forward,0.70,clear,0,0
2025-11-12T16:22:30,AUTO,52.05,60.88,35.93,forward,0.70,forward,0.70,clear,0,0
2025-11-12T16:22:31,AUTO,31.73,58.91,18.35,forward,0.70,forward,0.70,clear,0,0
2025-11-12T16:22:31,AUTO,29.33,57.61,40.30,forward,0.70,forward,0.70,caution@29.3cm,0,0
2025-11-12T16:22:32,AUTO,37.04,56.68,36.96,forward,0.70,forward,0.70,clear,0,0
2025-11-12T16:22:32,AUTO,26.24,56.34,42.02,forward,0.70,forward,0.70,caution@26.2cm,0,0
