timestamp_iso,mode,front_distance_cm,left_distance_cm,right_distance_cm,executed_motion,executed_speed,next_motion,next_speed,notes,stuck_triggered,queue_len
2025-11-12T16:20:18,AUTO,108.73,48.36,21.18,stop,0.00,forward,0.70,clear,0,0
2025-11-12T16:20:19,AUTO,90.04,29.15,25.98,forward,0.70,forward,0.70,clear,0,0
2025-11-12T16:20:19,AUTO,67.57,32.24,16.98,forward,0.70,forward,0.70,clear,0,0
2025-11-12T16:20:20,AUTO,46.91,37.04,16.38,forward,0.70,forward,0.70,clear,0,0
2025-11-12T16:20:20,AUTO,28.21,59.77,39.27,forward,0.70,forward,0.70,caution@28.2cm,0,0
2025-11-12T16:20:21,AUTO,6.52,56.42,39.87,forward,0.70,right,0.60,obstacle@6.5cm,0,0
2025-11-12T16:20:22,AUTO,34.56,48.36,42.88,right,0.60,forward,0.70,clear,0,0
2025-11-12T16:20:22,AUTO,29.67,56.94,49.32,forward,0.70,forward,0.70,caution@29.7cm,0,0
2025-11-12T16:20:23,AUTO,46.39,62.34,34.13,forward,0.70,forward,0.70,clear,0,0
2025-11-12T16:20:24,AUTO,45.53,56.94,34.13,forward,0.70,forward,0.70,clear,0,0
2025-11-12T16:20:24,AUTO,45.45,62.68,34.20,forward,0.70,forward,0.70,clear,0,0
2025-11-12T16:20:25,AUTO,45.88,62.77,34.13,forward,0.70,backward,0.60,STUCK: Δ=0.9cm/4steps -> back 3 + left 1,1,2
2025-11-12T16:20:26,AUTO,12.35,57.62,36.19,backward,0.60,backward,0.60,,0,2
2025-11-12T16:20:26,AUTO,29.93,58.65,38.33,backward,0.60,backward,0.60,,0,2
2025-11-12T16:20:27,AUTO,35.67,59.34,39.19,backward,0.60,left,0.60,,0,1
2025-11-12T16:20:28,AUTO,60.11,47.76,31.21,left,0.60,forward,0.70,clear,0,0
2025-11-12T16:20:28,AUTO,47.42,7.55,74.52,forward,0.70,forward,0.70,clear,0,0
2025-11-12T16:20:29,AUTO,22.47,55.91,56.85,forward,0.70,forward,0.70,caution@22.5cm,0,0
2025-11-12T16:20:29,AUTO,3.26,64.31,54.37,forward,0.70,right,0.60,obstacle@3.3cm,0,0
2025-11-12T16:20:30,AUTO,73.66,76.32,48.53,right,0.60,forward,0.70,clear,0,0
2025-11-12T16:20:31,AUTO,58.91,73.92,41.93,forward,0.70,forward,0.70,clear,0,0
2025-11-12T16:20:31,AUTO,37.13,66.11,34.90,forward,0.70,forward,0.70,clear,0,0
2025-11-12T16:20:32,AUTO,17.32,45.53,39.96,forward,0.70,forward,0.70,caution@17.3cm,0,0
2025-11-12T16:20:33,AUTO,34.54,82.15,48.19,forward,0.70,forward,0.70,clear,0,0
2025-11-12T16:20:33,AUTO,33.10,81.46,49.13,forward,0.70,forward,0.70,clear,0,0
2025-11-12T16:20:34,AUTO,32.58,82.06,49.56,forward,0.70,forward,0.70,clear,0,0
