timestamp_iso,mode,front_distance_cm,left_distance_cm,right_distance_cm,executed_motion,executed_speed,next_motion,next_speed,notes,stuck_triggered,queue_len
2025-12-03T16:09:37,REMOTE,25.64,50.34,41.85,forward,0.70,idle,0.00,remote_forward,0,1
2025-12-03T16:09:37,REMOTE,24.87,50.34,40.22,forward,0.70,idle,0.00,remote_forward,0,1
2025-12-03T16:09:38,REMOTE,25.38,49.64,41.17,right,0.45,idle,0.00,remote_right,0,1
2025-12-03T16:09:38,REMOTE,26.11,49.69,43.52,forward,0.70,idle,0.00,remote_forward,0,1
2025-12-03T16:09:39,REMOTE,26.80,49.71,40.90,forward,0.70,idle,0.00,remote_forward,0,1
2025-12-03T16:09:40,REMOTE,25.25,49.13,40.69,forward,0.70,idle,0.00,remote_forward,0,1
2025-12-03T16:09:40,REMOTE,25.64,49.36,41.12,right,0.45,idle,0.00,remote_right,0,0
2025-12-03T16:09:41,REMOTE,25.37,50.08,40.42,forward,0.70,idle,0.00,remote_forward,0,1
2025-12-03T16:09:42,REMOTE,26.80,49.99,40.73,right,0.45,idle,0.00,remote_right,0,1
2025-12-03T16:09:42,REMOTE,25.69,49.99,39.54,forward,0.70,idle,0.00,remote_forward,0,1
2025-12-03T16:09:43,REMOTE,25.38,49.99,40.73,forward,0.70,idle,0.00,remote_forward,0,1
2025-12-03T16:09:43,REMOTE,26.79,50.04,41.46,left,0.45,idle,0.00,remote_left,0,1
2025-12-03T16:09:44,REMOTE,24.91,49.82,41.16,forward,0.70,idle,0.00,remote_forward,0,1
2025-12-03T16:09:45,REMOTE,25.39,48.88,42.06,right,0.45,idle,0.00,remote_right,0,1
2025-12-03T16:09:45,REMOTE,24.95,49.09,42.32,forward,0.70,idle,0.00,remote_forward,0,0
